Data,Preços - IGP-DI - geral - índice (ago. 1994 = 100) - - - Fundação Getulio Vargas- Conjuntura Econômica - IGP (FGV/Conj. Econ. - IGP) - IGP12_IGPDI12,
1982.03,2.756555E-09,
1982.04,2.904293E-09,
1982.05,3.08202E-09,
1982.06,3.328349E-09,
1982.07,3.529973E-09,
1982.08,3.734755E-09,
1982.09,3.871382E-09,
1982.10,4.056442E-09,
1982.11,4.259352E-09,
1982.12,4.520998E-09,
1983.01,4.929945E-09,
1983.02,5.251314E-09,
1983.03,5.781023E-09,
1983.04,6.312661E-09,
1983.05,6.716671E-09,
1983.06,7.563319E-09,
1983.07,8.569628E-09,
1983.08,9.436254E-09,
1983.09,1.064332E-08,
1983.10,1.205508E-08,
1983.11,1.307183E-08,
1983.12,1.405993E-08,
1984.01,1.54397E-08,
1984.02,1.733245E-08,
1984.03,1.905728E-08,
1984.04,2.076101E-08,
1984.05,2.260046E-08,
1984.06,2.469085E-08,
1984.07,2.723872E-08,
1984.08,3.013206E-08,
1984.09,3.329869E-08,
1984.10,3.748743E-08,
1984.11,4.118964E-08,
1984.12,4.552771E-08,
1985.01,5.128074E-08,
1985.02,5.649185E-08,
1985.03,6.367097E-08,
1985.04,6.82657E-08,
1985.05,7.357849E-08,
1985.06,7.935015E-08,
1985.07,8.642482E-08,
1985.08,9.852312E-08,
1985.09,1.075208E-07,
1985.10,1.172484E-07,
1985.11,1.347772E-07,
1985.12,1.525661E-07,
1986.01,1.797041E-07,
1986.02,2.066224E-07,
1986.03,2.180345E-07,
1986.04,2.167655E-07,
1986.05,2.174589E-07,
1986.06,2.186079E-07,
1986.07,2.199903E-07,
1986.08,2.229207E-07,
1986.09,2.253561E-07,
1986.10,2.284805E-07,
1986.11,2.340906E-07,
1986.12,2.517841E-07,
1987.01,2.820931E-07,
1987.02,3.218866E-07,
1987.03,3.701659E-07,
1987.04,4.444787E-07,
1987.05,5.670751E-07,
1987.06,7.138059E-07,
1987.07,7.804132E-07,
1987.08,8.155168E-07,
1987.09,8.808966E-07,
1987.10,9.79095E-07,
1987.11,1.120723E-06,
1987.12,1.29879E-06,
1988.01,1.547402E-06,
1988.02,1.820455E-06,
1988.03,2.151096E-06,
1988.04,2.588467E-06,
1988.05,3.093478E-06,
1988.06,3.737849E-06,
1988.07,4.542933E-06,
1988.08,5.583021E-06,
1988.09,7.021114E-06,
1988.10,8.957812E-06,
1988.11,1.146326E-05,
1988.12,1.47745E-05,
1989.01,2.017558E-05,
1989.02,2.255717E-05,
1989.03,2.351083E-05,
1989.04,2.472625E-05,
1989.05,2.788088E-05,
1989.06,3.534312E-05,
1989.07,4.873173E-05,
1989.08,6.650961E-05,
1989.09,9.239392E-05,
1989.10,0.0001290728,
1989.11,0.0001862189,
1989.12,0.0002781883,
1990.01,0.0004782058,
1990.02,0.0008209837,
1990.03,0.001488607,
1990.04,0.001657266,
1990.05,0.001807746,
1990.06,0.001970805,
1990.07,0.002226616,
1990.08,0.002514517,
1990.09,0.002808967,
1990.10,0.003206717,
1990.11,0.003766289,
1990.12,0.00438622,
1991.01,0.005260394,
1991.02,0.006370864,
1991.03,0.006832751,
1991.04,0.007429934,
1991.05,0.007915108,
1991.06,0.008695538,
1991.07,0.009811176,
1991.08,0.01133092,
1991.09,0.0131654,
1991.10,0.01656866,
1991.11,0.02083674,
1991.12,0.02545,
1992.01,0.03228078,
1992.02,0.04028319,
1992.03,0.04862181,
1992.04,0.05763629,
1992.05,0.07057564,
1992.06,0.08569295,
1992.07,0.1042797,
1992.08,0.1309128,
1992.09,0.1667436,
1992.10,0.2083295,
1992.11,0.2587869,
1992.12,0.3201194,
1993.01,0.4120897,
1993.02,0.5213346,
1993.03,0.6663178,
1993.04,0.8542861,
1993.05,1.129964,
1993.06,1.477089,
1993.07,1.949167,
1993.08,2.602722,
1993.09,3.565469,
1993.10,4.818376,
1993.11,6.599247,
1993.12,8.989495,
1994.01,12.78216,
1994.02,18.20307,
1994.03,26.36351,
1994.04,37.55746,
1994.05,52.93725,
1994.06,77.59542,
1994.07,96.76925,
1994.08,100,
1994.09,101.549,
1994.10,104.143,
1994.11,106.72,
1994.12,107.325,
1995.01,108.785,
1995.02,110.039,
1995.03,112.035,
1995.04,114.614,
1995.05,115.071,
1995.06,118.09,
1995.07,120.733,
1995.08,122.289,
1995.09,120.967,
1995.10,121.241,
1995.11,122.85,
1995.12,123.187,
1996.01,125.397,
1996.02,126.353,
1996.03,126.627,
1996.04,127.509,
1996.05,129.655,
1996.06,131.24,
1996.07,132.674,
1996.08,132.679,
1996.09,132.849,
1996.10,133.141,
1996.11,133.517,
1996.12,134.689,
1997.01,136.814,
1997.02,137.39,
1997.03,138.99,
1997.04,139.807,
1997.05,140.229,
1997.06,141.207,
1997.07,141.33,
1997.08,141.268,
1997.09,142.101,
1997.10,142.587,
1997.11,143.771,
1997.12,144.765,
1998.01,146.038,
1998.02,146.067,
1998.03,146.408,
1998.04,146.211,
1998.05,146.544,
1998.06,146.951,
1998.07,146.398,
1998.08,146.144,
1998.09,146.111,
1998.10,146.063,
1998.11,145.797,
1998.12,147.231,
1999.01,148.921,
1999.02,155.528,
1999.03,158.6,
1999.04,158.647,
1999.05,158.1,
1999.06,159.711,
1999.07,162.253,
1999.08,164.612,
1999.09,167.028,
1999.10,170.182,
1999.11,174.496,
1999.12,176.647,
2000.01,178.454,
2000.02,178.8,
2000.03,179.128,
2000.04,179.357,
2000.05,180.563,
2000.06,182.236,
2000.07,186.353,
2000.08,189.746,
2000.09,191.049,
2000.10,191.763,
2000.11,192.506,
2000.12,193.97,
2001.01,194.92,
2001.02,195.58,
2001.03,197.151,
2001.04,199.374,
2001.05,200.251,
2001.06,203.167,
2001.07,206.45,
2001.08,208.315,
2001.09,209.111,
2001.10,212.135,
2001.11,213.756,
2001.12,214.137,
2002.01,214.535,
2002.02,214.927,
2002.03,215.17,
2002.04,216.673,
2002.05,219.07,
2002.06,222.872,
2002.07,227.441,
2002.08,232.818,
2002.09,238.973,
2002.10,249.042,
2002.11,263.58,
2002.12,270.692,
2003.01,276.578,
2003.02,280.984,
2003.03,285.64,
2003.04,286.815,
2003.05,284.9,
2003.06,282.913,
2003.07,282.349,
2003.08,284.105,
2003.09,287.081,
2003.10,288.337,
2003.11,289.718,
2003.12,291.462,
2004.01,293.793,
2004.02,296.976,
2004.03,299.746,
2004.04,303.184,
2004.05,307.616,
2004.06,311.576,
2004.07,315.113,
2004.08,319.244,
2004.09,320.788,
2004.10,322.492,
2004.11,325.148,
2004.12,326.833,
2005.01,327.915,
2005.02,329.241,
2005.03,332.49,
2005.04,334.17,
2005.05,333.321,
2005.06,331.823,
2005.07,330.484,
2005.08,327.887,
2005.09,327.454,
2005.10,329.529,
2005.11,330.619,
2005.12,330.835,
2006.01,333.222,
2006.02,333.03,
2006.03,331.531,
2006.04,331.607,
2006.05,332.851,
2006.06,335.067,
2006.07,335.637,
2006.08,337.011,
2006.09,337.817,
2006.10,340.541,
2006.11,342.482,
2006.12,343.384,
2007.01,344.85,
2007.02,345.652,
2007.03,346.407,
2007.04,346.878,
2007.05,347.421,
2007.06,348.328,
2007.07,349.628,
2007.08,354.495,
2007.09,358.633,
2007.10,361.308,
2007.11,365.1,
2007.12,370.485,
2008.01,374.139,
2008.02,375.558,
2008.03,378.194,
2008.04,382.414,
2008.05,389.585,
2008.06,396.954,
2008.07,401.406,
2008.08,399.87,
2008.09,401.327,
2008.10,405.707,
2008.11,405.982,
2008.12,404.185,
2009.01,404.244,
2009.02,403.737,
2009.03,400.353,
2009.04,400.53,
2009.05,401.232,
2009.06,399.966,
2009.07,397.393,
2009.08,397.758,
2009.09,398.738,
2009.10,398.575,
2009.11,398.857,
2009.12,398.407,
2010.01,402.425,
2010.02,406.826,
2010.03,409.399,
2010.04,412.341,
2010.05,418.811,
2010.06,420.241,
2010.07,421.154,
2010.08,425.788,
2010.09,430.453,
2010.10,434.882,
2010.11,441.754,
2010.12,443.427,
2011.01,447.764,
2011.02,452.047,
2011.03,454.805,
2011.04,457.059,
2011.05,457.09,
2011.06,456.49,
2011.07,456.258,
2011.08,459.055,
2011.09,462.509,
2011.10,464.349,
2011.11,466.331,
2011.12,465.586,
2012.01,466.979,
2012.02,467.308,
2012.03,469.91,
2012.04,474.683,
2012.05,479.019,
2012.06,482.311,
2012.07,489.621,
2012.08,495.949,
2012.09,500.314,
2012.10,498.739,
2012.11,499.989,
2012.12,503.283,
2013.01,504.83,
2013.02,505.832,
2013.03,507.375,
2013.04,507.087,
2013.05,508.715,
2013.06,512.598,
2013.07,513.313,
2013.08,515.688,
2013.09,522.69,
2013.10,525.966,
2013.11,527.422,
2013.12,531.056,
2014.01,533.197,
2014.02,537.703,
2014.03,545.684,
2014.04,548.145,
2014.05,545.652,
2014.06,542.194,
2014.07,539.21,
2014.08,539.55,
2014.09,539.649,
2014.10,542.853,
2014.11,549.04,
2014.12,551.149,
2015.01,554.835,
2015.02,557.803,
2015.03,564.568,
2015.04,569.738,
2015.05,572.034,
2015.06,575.938,
2015.07,579.293,
2015.08,581.618,
2015.09,589.897,
2015.10,600.269,
2015.11,607.441,
2015.12,610.128,
2016.01,619.476,
2016.02,624.366,
2016.03,627.06,
2016.04,629.345,
2016.05,636.468,
2016.06,646.868,
2016.07,644.356,
2016.08,647.153,
2016.09,647.36,
2016.10,648.213,
2016.11,648.561,
2016.12,653.951,
2017.01,656.778,
2017.02,657.191,
2017.03,654.709,
2017.04,646.573,
2017.05,643.26,
2017.06,637.079,
2017.07,635.198,
2017.08,636.714,
2017.09,640.654,
2017.10,641.279,
2017.11,646.422,
2017.12,651.214,
2018.01,654.968,
2018.02,655.975,
2018.03,659.665,
2018.04,665.77,
2018.05,676.695,
2018.06,686.696,
2018.07,689.746,
2018.08,694.414,
2018.09,706.834,
2018.10,708.694,
2018.11,700.601,
2018.12,697.446,
2019.01,697.923,
2019.02,706.66,
2019.03,714.243,
2019.04,720.695,
2019.05,723.577,
2019.06,728.142,
2019.07,728.084,
2019.08,724.395,
2019.09,728.04,
2019.10,732.041,
2019.11,738.264,
2019.12,751.121,
2020.01,751.82,
2020.02,751.91,
2020.03,764.276,
2020.04,764.656,
2020.05,772.843,
2020.06,785.221,
2020.07,803.584,
2020.08,834.713,
2020.09,862.259,
2020.10,893.997,
2020.11,917.538,
2020.12,924.504,
2021.01,951.395,
2021.02,977.133,
